supermic    local    r0       4   0     12.88
supermic    local    r0       4   1     13.86
supermic    local    r0       4   2     13.75
supermic    local    r0       4   3     13.19
supermic    local    r0       4   4     13.81
supermic    local    r0      16   0      3.72
supermic    local    r0      16   1      3.71
supermic    local    r0      16   2      3.78
supermic    local    r0      16   3      3.72
supermic    local    r0      16   4      3.87
supermic    local    r0      64   0      1.16
supermic    local    r0      64   1      1.20
supermic    local    r0      64   2      1.10
supermic    local    r0      64   3      1.29
supermic    local    r0      64   4      1.13
supermic    local    r0     256   0      0.57
supermic    local    r0     256   1      0.58
supermic    local    r0     256   2      0.54
supermic    local    r0     256   3      0.52
supermic    local    r0     256   4      0.55
supermic    local    r0    1024   0      0.43
supermic    local    r0    1024   1      0.42
supermic    local    r0    1024   2      0.40
supermic    local    r0    1024   3      0.40
supermic    local    r0    1024   4      0.38
supermic    local    r0    4096   0      0.37
supermic    local    r0    4096   1      0.34
supermic    local    r0    4096   2      0.37
supermic    local    r0    4096   3      0.36
supermic    local    r0    4096   4      0.33
supermic    local    r0   16384   0      0.38
supermic    local    r0   16384   1      0.38
supermic    local    r0   16384   2      0.32
supermic    local    r0   16384   3      0.33
supermic    local    r0   16384   4      0.33
supermic    local    r1       4   0     12.79
supermic    local    r1       4   1     13.68
supermic    local    r1       4   2     13.29
supermic    local    r1       4   3     12.28
supermic    local    r1       4   4     18.87
supermic    local    r1      16   0      3.86
supermic    local    r1      16   1      3.59
supermic    local    r1      16   2      3.02
supermic    local    r1      16   3      3.71
supermic    local    r1      16   4      3.69
supermic    local    r1      64   0      1.08
supermic    local    r1      64   1      1.10
supermic    local    r1      64   2      1.10
supermic    local    r1      64   3      1.18
supermic    local    r1      64   4      1.17
supermic    local    r1     256   0      0.47
supermic    local    r1     256   1      0.54
supermic    local    r1     256   2      0.48
supermic    local    r1     256   3      0.52
supermic    local    r1     256   4      0.45
supermic    local    r1    1024   0      0.32
supermic    local    r1    1024   1      0.38
supermic    local    r1    1024   2      0.35
supermic    local    r1    1024   3      0.33
supermic    local    r1    1024   4      0.34
supermic    local    r1    4096   0      0.37
supermic    local    r1    4096   1      0.26
supermic    local    r1    4096   2      0.34
supermic    local    r1    4096   3      0.35
supermic    local    r1    4096   4      0.31
supermic    local    r1   16384   0      0.28
supermic    local    r1   16384   1      0.31
supermic    local    r1   16384   2      0.29
supermic    local    r1   16384   3      0.32
supermic    local    r1   16384   4      0.34
supermic    local    r2       4   0     13.23
supermic    local    r2       4   1     14.39
supermic    local    r2       4   2     13.30
supermic    local    r2       4   3     10.66
supermic    local    r2       4   4     12.93
supermic    local    r2      16   0      3.41
supermic    local    r2      16   1      3.43
supermic    local    r2      16   2      3.68
supermic    local    r2      16   3      3.17
supermic    local    r2      16   4      3.84
supermic    local    r2      64   0      1.10
supermic    local    r2      64   1      1.03
supermic    local    r2      64   2      1.14
supermic    local    r2      64   3      1.10
supermic    local    r2      64   4      1.14
supermic    local    r2     256   0      0.48
supermic    local    r2     256   1      0.50
supermic    local    r2     256   2      0.58
supermic    local    r2     256   3      0.48
supermic    local    r2     256   4      0.54
supermic    local    r2    1024   0      0.40
supermic    local    r2    1024   1      0.43
supermic    local    r2    1024   2      0.40
supermic    local    r2    1024   3      0.34
supermic    local    r2    1024   4      0.38
supermic    local    r2    4096   0      0.31
supermic    local    r2    4096   1      0.28
supermic    local    r2    4096   2      0.42
supermic    local    r2    4096   3      0.35
supermic    local    r2    4096   4      0.34
supermic    local    r2   16384   0      0.28
